	drug_id	drug_name	drug_status
654	DB00722	Lisinopril	approved, investigational
655	DB00723	Methoxamine	approved, investigational
656	DB00724	Imiquimod	approved, investigational
657	DB00725	Homatropine methylbromide	approved
658	DB00726	Trimipramine	approved
659	DB00727	Nitroglycerin	approved, investigational
660	DB00728	Rocuronium	approved
661	DB00730	Thiabendazole	approved, vet_approved
662	DB00731	Nateglinide	approved, investigational
663	DB00732	Atracurium besylate	approved
664	DB00733	Pralidoxime	approved, vet_approved
665	DB00734	Risperidone	approved, investigational
666	DB00735	Naftifine	approved
667	DB00736	Esomeprazole	approved, investigational
668	DB00737	Meclizine	approved
669	DB00738	Pentamidine	approved, investigational
670	DB00739	Hetacillin	approved, vet_approved, withdrawn
671	DB00740	Riluzole	approved, investigational
672	DB00741	Hydrocortisone	approved, vet_approved
673	DB00744	Zileuton	approved, investigational, withdrawn
674	DB00745	Modafinil	approved, investigational
675	DB00746	Deferoxamine	approved, investigational
676	DB00747	Scopolamine	approved, investigational
677	DB00748	Carbinoxamine	approved
678	DB00749	Etodolac	approved, investigational, vet_approved
679	DB00750	Prilocaine	approved
680	DB00751	Epinastine	approved, investigational
681	DB00752	Tranylcypromine	approved, investigational
682	DB00753	Isoflurane	approved, vet_approved
683	DB00754	Ethotoin	approved
684	DB00755	Tretinoin	approved, investigational, nutraceutical
685	DB00756	Hexachlorophene	approved, withdrawn
686	DB00757	Dolasetron	approved, investigational
687	DB00758	Clopidogrel	approved
688	DB00759	Tetracycline	approved, vet_approved
689	DB00760	Meropenem	approved, investigational
690	DB00761	Potassium chloride	approved, withdrawn
691	DB00762	Irinotecan	approved, investigational
692	DB00763	Methimazole	approved
693	DB00764	Mometasone	approved, vet_approved
694	DB00765	Metyrosine	approved
695	DB00766	Clavulanic acid	approved, vet_approved
696	DB00767	Benzquinamide	withdrawn
697	DB00768	Olopatadine	approved
698	DB00769	Hydrocortamate	approved
699	DB00770	Alprostadil	approved, investigational
700	DB00771	Clidinium	approved
701	DB00772	Malathion	approved, investigational
702	DB00773	Etoposide	approved
703	DB00774	Hydroflumethiazide	approved, investigational
704	DB00775	Tirofiban	approved
705	DB00776	Oxcarbazepine	approved
706	DB00777	Propiomazine	approved
707	DB00778	Roxithromycin	approved, investigational, withdrawn
708	DB00780	Phenelzine	approved
709	DB00782	Propantheline	approved
710	DB00783	Estradiol	approved, investigational, vet_approved
711	DB00784	Mefenamic acid	approved
712	DB00785	Cryptenamine	approved
713	DB00786	Marimastat	investigational
714	DB00787	Acyclovir	approved
715	DB00788	Naproxen	approved, vet_approved
716	DB00789	Gadopentetic acid	approved
717	DB00790	Perindopril	approved
718	DB00792	Tripelennamine	approved, vet_approved
719	DB00794	Primidone	approved, vet_approved
720	DB00795	Sulfasalazine	approved
721	DB00796	Candesartan cilexetil	approved
722	DB00797	Tolazoline	approved, vet_approved
723	DB00798	Gentamicin	approved, vet_approved
724	DB00799	Tazarotene	approved, investigational
725	DB00800	Fenoldopam	approved
726	DB00801	Halazepam	approved, illicit, withdrawn
727	DB00802	Alfentanil	approved, illicit
728	DB00804	Dicyclomine	approved
729	DB00805	Minaprine	approved
730	DB00806	Pentoxifylline	approved, investigational
731	DB00807	Proparacaine	approved, vet_approved
732	DB00808	Indapamide	approved
733	DB00809	Tropicamide	approved, investigational
734	DB00810	Biperiden	approved, investigational
735	DB00811	Ribavirin	approved
736	DB00812	Phenylbutazone	approved, vet_approved
737	DB00813	Fentanyl	approved, illicit, investigational, vet_approved
738	DB00814	Meloxicam	approved, vet_approved
739	DB00816	Orciprenaline	approved
740	DB00817	Rosoxacin	approved, investigational
741	DB00818	Propofol	approved, investigational, vet_approved
742	DB00819	Acetazolamide	approved, vet_approved
743	DB00820	Tadalafil	approved, investigational
744	DB00821	Carprofen	approved, vet_approved, withdrawn
745	DB00822	Disulfiram	approved
746	DB00823	Ethynodiol diacetate	approved
747	DB00824	Enprofylline	approved, experimental
748	DB00825	Levomenthol	approved
749	DB00827	Cinoxacin	approved, investigational, withdrawn
750	DB00828	Fosfomycin	approved
751	DB00829	Diazepam	approved, illicit, investigational, vet_approved
752	DB00830	Phenmetrazine	approved, illicit
753	DB00831	Trifluoperazine	approved, investigational
754	DB00833	Cefaclor	approved
755	DB00834	Mifepristone	approved, investigational
756	DB00835	Brompheniramine	approved
757	DB00836	Loperamide	approved
758	DB00837	Progabide	experimental
759	DB00838	Clocortolone	approved
760	DB00839	Tolazamide	approved, investigational
761	DB00841	Dobutamine	approved
762	DB00842	Oxazepam	approved
763	DB00843	Donepezil	approved
764	DB00844	Nalbuphine	approved
765	DB00845	Clofazimine	approved, investigational
766	DB00846	Flurandrenolide	approved
767	DB00847	Cysteamine	approved, investigational
768	DB00848	Levamisole	approved, investigational, vet_approved, withdrawn
769	DB00849	Methylphenobarbital	approved
770	DB00850	Perphenazine	approved
771	DB00851	Dacarbazine	approved, investigational
772	DB00852	Pseudoephedrine	approved
773	DB00854	Levorphanol	approved
774	DB00855	Aminolevulinic acid	approved
775	DB00857	Terbinafine	approved, investigational, vet_approved
776	DB00858	Drostanolone	illicit
777	DB00860	Prednisolone	approved, vet_approved
778	DB00861	Diflunisal	approved, investigational
779	DB00862	Vardenafil	approved
780	DB00863	Ranitidine	approved
781	DB00864	Tacrolimus	approved, investigational
782	DB00865	Benzphetamine	approved, illicit
783	DB00866	Alprenolol	experimental, withdrawn
784	DB00867	Ritodrine	approved, investigational
785	DB00868	Benzonatate	approved
786	DB00869	Dorzolamide	approved
787	DB00870	Suprofen	approved, withdrawn
788	DB00871	Terbutaline	approved
789	DB00872	Conivaptan	approved, investigational
790	DB14596	Loteprednol etabonate	approved
791	DB00874	Guaifenesin	approved, investigational, vet_approved
792	DB00875	Flupentixol	approved, investigational, withdrawn
793	DB00876	Eprosartan	approved
794	DB00877	Sirolimus	approved, investigational
795	DB00879	Emtricitabine	approved, investigational
796	DB00880	Chlorothiazide	approved, vet_approved
797	DB00881	Quinapril	approved, investigational
798	DB00882	Clomifene	approved, investigational
799	DB00883	Isosorbide dinitrate	approved, investigational
800	DB00884	Risedronic acid	approved, investigational
801	DB00886	Omapatrilat	investigational
802	DB00887	Bumetanide	approved
803	DB00889	Granisetron	approved, investigational
804	DB00890	Dienestrol	approved, investigational
805	DB00891	Sulfapyridine	approved
806	DB00892	Oxybuprocaine	approved, investigational
807	DB00893	Iron Dextran	approved, vet_approved
808	DB00894	Testolactone	approved, investigational
809	DB00895	Benzylpenicilloyl Polylysine	approved
810	DB00896	Rimexolone	approved
811	DB00897	Triazolam	approved, investigational
812	DB00898	Ethanol	approved
813	DB00899	Remifentanil	approved
814	DB00900	Didanosine	approved
815	DB00901	Bitolterol	withdrawn
816	DB00902	Methdilazine	approved
817	DB00903	Etacrynic acid	approved, investigational
818	DB00904	Ondansetron	approved
819	DB00905	Bimatoprost	approved, investigational
820	DB00906	Tiagabine	approved, investigational
821	DB00907	Cocaine	approved, illicit
822	DB00908	Quinidine	approved, investigational
823	DB00909	Zonisamide	approved, investigational
824	DB00910	Paricalcitol	approved, investigational
825	DB00912	Repaglinide	approved, investigational
826	DB00913	Anileridine	approved, illicit
827	DB00914	Phenformin	approved, investigational, withdrawn
828	DB00915	Amantadine	approved
829	DB00916	Metronidazole	approved
830	DB00917	Dinoprostone	approved
831	DB00918	Almotriptan	approved, investigational
832	DB00919	Spectinomycin	approved, investigational, vet_approved
833	DB00920	Ketotifen	approved
834	DB00921	Buprenorphine	approved, illicit, investigational, vet_approved
835	DB00922	Levosimendan	approved, investigational
836	DB00923	Ceforanide	approved
837	DB00924	Cyclobenzaprine	approved
838	DB00925	Phenoxybenzamine	approved
839	DB00926	Etretinate	withdrawn
840	DB00927	Famotidine	approved
841	DB00928	Azacitidine	approved, investigational
842	DB00929	Misoprostol	approved
843	DB00932	Tipranavir	approved, investigational
844	DB00933	Mesoridazine	approved, investigational
845	DB00934	Maprotiline	approved, investigational
846	DB00935	Oxymetazoline	approved, investigational
847	DB00936	Salicylic acid	approved, investigational, vet_approved
848	DB00937	Diethylpropion	approved, illicit
849	DB00938	Salmeterol	approved
850	DB00939	Meclofenamic acid	approved, vet_approved
851	DB00940	Methantheline	approved, investigational
852	DB00941	Hexafluronium	approved
853	DB00942	Cycrimine	approved
854	DB00943	Zalcitabine	approved, investigational
855	DB00944	Demecarium	approved
856	DB00945	Acetylsalicylic acid	approved, vet_approved
857	DB00946	Phenprocoumon	approved, investigational
858	DB00947	Fulvestrant	approved, investigational
859	DB00948	Mezlocillin	approved, investigational
860	DB00949	Felbamate	approved
861	DB00950	Fexofenadine	approved, investigational
862	DB00951	Isoniazid	approved, investigational
863	DB00952	Naratriptan	approved, investigational
864	DB00953	Rizatriptan	approved
865	DB00955	Netilmicin	approved, investigational
866	DB00956	Hydrocodone	approved, illicit, investigational
867	DB00957	Norgestimate	approved, investigational
868	DB00959	Methylprednisolone	approved, vet_approved
869	DB00960	Pindolol	approved, investigational
870	DB00961	Mepivacaine	approved, vet_approved
871	DB00962	Zaleplon	approved, illicit, investigational
872	DB00963	Bromfenac	approved
873	DB00964	Apraclonidine	approved
874	DB00966	Telmisartan	approved, investigational
875	DB00967	Desloratadine	approved, investigational
876	DB00968	Methyldopa	approved
877	DB00969	Alosetron	approved, withdrawn
878	DB00970	Dactinomycin	approved, investigational
879	DB00972	Azelastine	approved
880	DB00973	Ezetimibe	approved
881	DB00975	Dipyridamole	approved
882	DB00977	Ethinylestradiol	approved
883	DB00978	Lomefloxacin	approved, investigational
884	DB00979	Cyclopentolate	approved
885	DB00980	Ramelteon	approved, investigational
886	DB00981	Physostigmine	approved, investigational
887	DB00982	Isotretinoin	approved
888	DB00983	Formoterol	approved, investigational
889	DB00984	Nandrolone phenpropionate	approved, illicit, investigational
890	DB00985	Dimenhydrinate	approved
891	DB00986	Glycopyrronium	approved, investigational, vet_approved
892	DB00987	Cytarabine	approved, investigational
893	DB00988	Dopamine	approved
894	DB00989	Rivastigmine	approved, investigational
895	DB00990	Exemestane	approved, investigational
896	DB00991	Oxaprozin	approved
897	DB00992	Methyl aminolevulinate	approved, investigational
898	DB00993	Azathioprine	approved
899	DB00994	Neomycin	approved, vet_approved
900	DB00995	Auranofin	approved, investigational
901	DB00996	Gabapentin	approved, investigational
902	DB00997	Doxorubicin	approved, investigational
903	DB00998	Frovatriptan	approved, investigational
904	DB00999	Hydrochlorothiazide	approved, vet_approved
905	DB01000	Cyclacillin	approved
906	DB01001	Salbutamol	approved, vet_approved
907	DB01002	Levobupivacaine	approved, investigational
908	DB01003	Cromoglicic acid	approved
909	DB01004	Ganciclovir	approved, investigational
910	DB01005	Hydroxyurea	approved
911	DB01006	Letrozole	approved, investigational
912	DB01007	Tioconazole	approved
913	DB01009	Ketoprofen	approved, vet_approved
914	DB01010	Edrophonium	approved
915	DB01011	Metyrapone	approved, investigational
916	DB01012	Cinacalcet	approved
917	DB01013	Clobetasol propionate	approved
918	DB01014	Balsalazide	approved, investigational
919	DB01015	Sulfamethoxazole	approved
920	DB01016	Glyburide	approved
921	DB01017	Minocycline	approved, investigational
922	DB01018	Guanfacine	approved, investigational
923	DB01019	Bethanechol	approved
924	DB01020	Isosorbide Mononitrate	approved
925	DB01021	Trichlormethiazide	approved, vet_approved
926	DB01022	Phylloquinone	approved, investigational
927	DB01023	Felodipine	approved, investigational
928	DB01024	Mycophenolic acid	approved
929	DB01025	Amlexanox	approved, investigational
930	DB01026	Ketoconazole	approved, investigational
931	DB01028	Methoxyflurane	approved, investigational, vet_approved
932	DB01029	Irbesartan	approved, investigational
933	DB01030	Topotecan	approved, investigational
934	DB01031	Ethinamate	approved, illicit, withdrawn
935	DB01032	Probenecid	approved, investigational
936	DB01033	Mercaptopurine	approved
937	DB01034	Cerulenin	experimental
938	DB01035	Procainamide	approved
939	DB01036	Tolterodine	approved, investigational
940	DB01037	Selegiline	approved, investigational, vet_approved
941	DB01038	Carphenazine	withdrawn
942	DB01039	Fenofibrate	approved
943	DB01041	Thalidomide	approved, investigational, withdrawn
944	DB01043	Memantine	approved, investigational
945	DB01044	Gatifloxacin	approved, investigational
946	DB01045	Rifampicin	approved
947	DB01046	Lubiprostone	approved, investigational
948	DB01047	Fluocinonide	approved, investigational
949	DB01048	Abacavir	approved, investigational
950	DB01049	Ergoloid mesylate	approved
951	DB01050	Ibuprofen	approved
952	DB01051	Novobiocin	approved, investigational, vet_approved
953	DB01053	Benzylpenicillin	approved, vet_approved
954	DB01054	Nitrendipine	approved, investigational
955	DB01055	Mimosine	experimental
956	DB01056	Tocainide	approved
957	DB01057	Echothiophate	approved
958	DB01059	Norfloxacin	approved
959	DB01060	Amoxicillin	approved, vet_approved
960	DB01061	Azlocillin	approved
961	DB01062	Oxybutynin	approved, investigational
962	DB01063	Acetophenazine	approved
963	DB01064	Isoprenaline	approved, investigational
964	DB01065	Melatonin	approved, nutraceutical, vet_approved
965	DB01066	Cefditoren	approved, investigational
966	DB01067	Glipizide	approved, investigational
967	DB01068	Clonazepam	approved, illicit
968	DB01069	Promethazine	approved, investigational
969	DB01070	Dihydrotachysterol	approved
970	DB01071	Mequitazine	experimental
971	DB01072	Atazanavir	approved, investigational
972	DB01073	Fludarabine	approved
973	DB01074	Perhexiline	approved, investigational
974	DB01075	Diphenhydramine	approved, investigational
975	DB01076	Atorvastatin	approved
976	DB01077	Etidronic acid	approved
977	DB01078	Deslanoside	approved
978	DB01079	Tegaserod	approved, investigational, withdrawn
979	DB01080	Vigabatrin	approved
980	DB01081	Diphenoxylate	approved, illicit
981	DB01082	Streptomycin	approved, vet_approved
982	DB01083	Orlistat	approved, investigational
983	DB01084	Emedastine	approved
984	DB01085	Pilocarpine	approved, investigational
985	DB01086	Benzocaine	approved, investigational
986	DB01087	Primaquine	approved
987	DB01088	Iloprost	approved, investigational
988	DB01089	Deserpidine	approved
989	DB01090	Pentolinium	approved
990	DB01091	Butenafine	approved
991	DB01092	Ouabain	approved
992	DB01094	Hesperetin	experimental
993	DB01095	Fluvastatin	approved
994	DB01097	Leflunomide	approved, investigational
995	DB01098	Rosuvastatin	approved
996	DB01099	Flucytosine	approved, investigational
997	DB01100	Pimozide	approved
998	DB01101	Capecitabine	approved, investigational
999	DB01102	Arbutamine	approved
1000	DB01103	Quinacrine	investigational
1001	DB01104	Sertraline	approved
1002	DB01105	Sibutramine	approved, illicit, investigational, withdrawn
1003	DB01106	Levocabastine	approved, investigational
