mondo_id	label	icd10
0012809	histiocytoma, Angiomatoid fibrous	[]
0012808	dilated cardiomyopathy 1AA	[I42.0]
0023597	laryngeal papillomatosis	[]
0009288	glycogen storage disease due to glucose-6-phosphatase deficiency type IB	[E74.0]
0023595	congenital myotonic dystrophy	[]
0009287	glycogen storage disease due to glucose-6-phosphatase deficiency type IA	[E74.0]
0009281	glutaryl-CoA dehydrogenase deficiency	[E72.3]
0010281	Danon disease	[E74.0]
0010283	syndromic X-linked intellectual disability Lubs type	[Q87.8,Q99.8]
0009284	glutathione synthetase deficiency without 5-oxoprolinuria	[D55.1]
0009285	gamma-glutamyl transpeptidase deficiency	[E72.8]
0009282	multiple acyl-CoA dehydrogenase deficiency	[E71.3,E71.313]
0009283	glutaric acidemia type 3	[E72.3]
0010286	syndromic X-linked intellectual disability Siderius type	[Q87.8]
0009276	Bernard-Soulier syndrome	[D69.1]
0009279	triple-A syndrome	[E27.4]
0010293	hypohidrotic ectodermal dysplasia with immunodeficiency	[D82.8]
0010294	X-linked severe congenital neutropenia	[D70]
0009273	hydatidiform mole, recurrent, 1	[]
0009271	geroderma osteodysplastica	[Q82.8]
0010299	hypoxanthine guanine phosphoribosyltransferase partial deficiency	[E79.8]
0010297	FG syndrome 2	[]
0010298	Lesch-Nyhan syndrome	[E79.1]
0010266	intellectual disability, X-linked 58	[]
0011599	birdshot chorioretinopathy	[H30.1]
0010269	Coats disease	[H35.02,H35.0,H35.07]
0011593	seizures, benign familial infantile, 2	[]
0010263	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	[Q87.8]
0010264	X-linked adrenal hypoplasia congenita	[E27.1]
0011596	atopic dermatitis 2	[]
0010265	Simpson-Golabi-Behmel syndrome type 2	[Q87.3]
0009299	46 XX gonadal dysgenesis	[Q99.1]
0009297	familial renal glucosuria	[E74.8]
0009291	glycogen storage disease III	[E74.0,E74.03]
0009292	glycogen storage disease due to glycogen branching enzyme deficiency	[E74.09,E74.0]
0010271	X-linked myotubular myopathy-abnormal genitalia syndrome	[]
0009290	glycogen storage disease II	[E74.02,E74.0]
0009295	glycogen storage disease VII	[E74.0,E74.09]
0009293	glycogen storage disease V	[E74.04,E74.0]
0009294	glycogen storage disease VI	[E74.09,E74.0]
0010277	syndromic X-linked intellectual disability Shashi type	[Q87.8]
0010278	Christianson syndrome	[Q87.8]
0010279	terminal osseous dysplasia-pigmentary defects syndrome	[Q87.2]
0010275	spondyloepimetaphyseal dysplasia, Bieganski type	[G11.4,Q77.7]
0011568	autosomal dominant nonsyndromic deafness 25	[H90.3]
0011569	Charcot-Marie-Tooth disease type 2B1	[G60.0]
0010238	deafness, X-linked 4	[]
0010239	lissencephaly type 1 due to doublecortin gene mutation	[Q04.3]
0009245	Friedreich ataxia	[G11.1]
0009249	hereditary fructose intolerance	[E74.12,E74.1]
0011570	Charcot-Marie-Tooth disease type 2B2	[G60.0]
0009240	formiminoglutamic aciduria	[E70.8]
0011576	familial hyperaldosteronism type II	[E26.0]
0010246	early infantile epileptic encephalopathy 9	[]
0011577	myopathy, proximal, and ophthalmoplegia	[]
0011571	deafness, autosomal dominant 39, with dentinogenesis imperfecta 1	[]
0010241	congenital stationary night blindness 2A	[]
0009239	hypogonadotropic hypogonadism 24 without anosmia	[E23.6]
0011579	late-onset retinal degeneration	[]
0010248	X-linked spondyloepimetaphyseal dysplasia	[Q77.7]
0009231	fibular hypoplasia and complex brachydactyly	[Q73.8]
0009232	Fuhrmann syndrome	[Q74.8]
0009238	hereditary folate malabsorption	[D52.8]
0009235	familial benign flecked retina	[H35.5]
0011581	arrhythmogenic cardiomyopathy with woolly hair and keratoderma	[]
0010258	MEHMO syndrome	[Q87.8]
0011582	multiple mitochondrial dysfunctions syndrome 1	[E88.8]
0011583	cerebral amyloid angiopathy, APP-related	[]
0011584	Fanconi anemia complementation group D1	[]
0011585	autosomal recessive distal spinal muscular atrophy 2	[G12.2]
0012878	Cowden syndrome 2	[]
0011546	heterotaxy, visceral, 2, autosomal	[]
0010216	xeroderma pigmentosum group G	[Q82.1]
0010217	de Sanctis-Cacchione syndrome	[]
0009266	Gaucher disease type II	[E75.2]
0009267	Gaucher disease type III	[E75.2]
0009265	Gaucher disease type I	[E75.2]
0009268	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	[E75.2]
0009269	geleophysic dysplasia 1	[]
0009263	gapo syndrome	[Q87.8]
0012885	SRD5A3-CDG	[E77.8]
0010224	corpus callosum agenesis-abnormal genitalia syndrome	[Q87.8]
0010225	Dent disease type 1	[N25.8]
0012880	hypogonadotropic hypogonadism 5 with or without anosmia	[E23.0]
0011551	TH-deficient dopa-responsive dystonia	[G24.1]
0012883	acute promyelocytic leukemia	[C92.4,C92.40]
0010221	CHIME syndrome	[Q87.8]
0010226	46,XY sex reversal 2	[]
0010227	retinitis pigmentosa 3	[H35.5]
0011559	benign recurrent intrahepatic cholestasis type 2	[K83.1]
0009255	galactokinase deficiency	[E74.2,E74.29]
0009253	Fryns syndrome	[Q87.8]
0009254	fucosidosis	[E77.1]
0009258	classic galactosemia	[E74.2]
0012890	pontocerebellar hypoplasia type 2B	[]
0009251	fructose-1,6-bisphosphatase deficiency	[E74.1,E74.19]
0009252	essential fructosuria	[E74.1,E74.11]
0011565	metabolic syndrome X	[E88.81]
0012897	congenital factor XI deficiency	[D68.1]
0012892	connective tissue disorder due to lysyl hydroxylase-3 deficiency	[]
0012891	pontocerebellar hypoplasia type 2C	[]
0011562	autosomal dominant Parkinson disease 4	[G20]
0012893	osteoarthritis susceptibility 5	[]
0009192	Wolcott-Rallison syndrome	[E13]
0010180	autosomal recessive spondylocostal dysostosis	[Q76.8]
0010186	vitamin D-dependent rickets, type 2A	[]
0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	[D68.2]
0010188	familial isolated deficiency of vitamin E	[G11.1]
0010193	Weaver syndrome	[Q87.3]
0010191	von Willebrand disease 3	[D68.0]
0010196	Werner syndrome	[E34.8]
0010198	Wernicke-Korsakoff syndrome	[]
0060490	neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	[]
0011407	facial paresis, hereditary congenital, 2	[]
0012738	long QT syndrome 11	[I45.8]
0011408	hereditary spastic paraplegia 10	[G11.4]
0012735	Temple-Baraitser syndrome	[Q87.2]
0011403	left ventricular noncompaction 1	[]
0012734	SERKAL syndrome	[Q87.8]
0012737	long QT syndrome 10	[I45.8]
0000744	lung abscess (disease)	[J85.2]
0000745	cardiac arrest	[I46]
0012742	Brugada syndrome 3	[I49.8]
0012741	prostate cancer, hereditary, 12	[]
0011411	Chudley-McCullough syndrome	[]
0011412	familial encephalopathy with neuroserpin inclusion bodies	[G31.8]
0011413	cataract 9 multiple types	[Q12.0]
0012743	Brugada syndrome 4	[I49.8]
0012740	chromosome 22q11.2 deletion syndrome, distal	[Q93.5]
0012746	dilated cardiomyopathy 2A	[I42.0]
0012745	dilated cardiomyopathy 1Z	[I42.0]
0011416	generalized epilepsy with febrile seizures plus, type 1	[]
0012748	primary ciliary dyskinesia 7	[Q34.8]
0011417	hemochromatosis type 3	[E83.1]
0012747	glycogen storage disease due to aldolase A deficiency	[E74.0]
0000736	dyschromatosis universalis hereditaria	[L81.8]
0011421	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	[E88.8]
0012753	amyotrophic lateral sclerosis type 9	[]
0011422	autosomal recessive proximal renal tubular acidosis	[]
0012750	lethal arthrogryposis-anterior horn cell disease syndrome	[]
0009109	lysinuric protein intolerance	[E72.0]
0012717	renal hypomagnesemia 4	[E83.4]
0009107	diastrophic dysplasia	[Q77.5]
0012719	encephalopathy due to prosaposin deficiency	[E75.2]
0012718	hypotonia with lactic acidemia and hyperammonemia	[E88.8]
0012714	early-onset myopathy with fatal cardiomyopathy	[G71.8]
0009105	tricho-hepato-enteric syndrome	[]
0009106	diastematomyelia	[Q06.2]
0009104	Donnai-Barrow syndrome	[Q87.8]
0012720	Krabbe disease, atypical, due to saposin A deficiency	[]
0012721	progressive myoclonic epilepsy type 3	[G40.3]
0012728	Brugada syndrome 2	[I49.8]
0012727	mucocutaneous lymph node syndrome	[M30.3]
0012729	erythrocytosis, familial, 4	[]
0012724	familial cold autoinflammatory syndrome 2	[E85.0]
0012726	autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome	[I99]
0012725	lipoprotein glomerulopathy	[N07.8]
0012731	elliptocytosis 1	[]
0012730	aortic aneurysm, familial thoracic 6	[]
0011400	dilated cardiomyopathy 1G	[I42.0]
0012733	autosomal recessive bestrophinopathy	[H35.5]
0011402	congenital cataracts-facial dysmorphism-neuropathy syndrome	[Q87.8]
0012700	distal renal tubular acidosis with anemia	[N25.8]
0000709	Crohn ileitis	[K52.9]
0012704	dilated cardiomyopathy 1X	[I42.0]
0012709	microphthalmia, isolated, with coloboma 5	[]
0009168	Fowler syndrome	[]
0009165	Aicardi-Goutieres syndrome 1	[]
0009166	pontocerebellar hypoplasia type 4	[Q04.3]
0011490	diffuse panbronchiolitis	[J44.8]
0010161	tyrosinemia type I	[E70.2]
0011493	Stickler syndrome type 2	[Q87.5]
0010162	tyrosinemia type III	[E70.2]
0009161	Ehlers-Danlos syndrome, dermatosparaxis type	[Q79.6]
0009162	Ellis-van Creveld syndrome	[Q77.6]
0010167	urocanic aciduria (disease)	[E70.8]
0010169	Usher syndrome type 2A	[H35.5]
0011496	mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	[Q77.7]
0011497	hereditary North American Indian childhood cirrhosis	[K74.6]
0009157	split hand-foot malformation 6	[Q71.6]
0009154	hypothyroidism, congenital, nongoitrous, 5	[E03.1]
0009155	EEM syndrome	[Q87.8]
0009159	Ehlers-Danlos syndrome, cardiac valvular type	[Q79.6]
0010171	Usher syndrome type 1C	[H35.5]
0010172	VACTERL with hydrocephalus	[Q87.8]
0009152	ectopia lentis 2, isolated, autosomal recessive	[]
0009153	ectopia lentis et pupillae	[]
0010176	orofaciodigital syndrome type 6	[Q04.3]
0010138	thyrotoxicosis	[E05.9]
0011469	congenital amegakaryocytic thrombocytopenia	[D61.0]
0010139	isolated thyroid-stimulating hormone deficiency	[E03.1]
0009189	multiple epiphyseal dysplasia type 4	[Q77.3]
0009181	epidermolysis bullosa simplex with muscular dystrophy	[Q81.0]
0009185	amelocerebrohypohidrotic syndrome	[G40.8]
0009183	junctional epidermolysis bullosa with pyloric atresia	[Q81.8]
0011476	MHC class I deficiency	[D81.6]
0011477	tooth agenesis, selective, 3	[]
0011472	epidermolysis bullosa simplex due to plakophilin deficiency	[Q81.0]
0011473	Leber congenital amaurosis 5	[H35.5]
0010142	hypothyroidism due to TSH receptor mutations	[E03.1]
0010143	lethal restrictive dermopathy	[Q82.8]
0011475	Charcot-Marie-Tooth disease type 4B2	[G60.0]
0010149	transcobalamin II deficiency	[D51.2]
0009176	epidermodysplasia verruciformis	[B07]
0011480	autosomal dominant nonsyndromic deafness 20	[H90.3]
0010150	head and neck squamous cell carcinoma	[]
0011482	dilated cardiomyopathy 1I	[I42.0]
0009174	protein-losing enteropathy (disease)	[]
0009172	enterocolitis (disease)	[]
0009173	congenital enteropathy due to enteropeptidase deficiency	[K90.8]
0010156	Troyer syndrome	[G11.4]
0011488	microcephaly 3, primary, autosomal recessive	[]
0011489	hereditary spastic paraplegia 12	[G11.4]
0010159	constitutional mismatch repair deficiency syndrome	[]
0010152	trichomegaly-retina pigmentary degeneration-dwarfism syndrome	[]
0011484	catecholaminergic polymorphic ventricular tachycardia 1	[I47.2]
0011449	Salla disease	[E77.8]
0010119	Glanzmann's thrombasthenia	[D69.1]
0009123	dopamine beta-hydroxylase deficiency	[G90.8]
0009124	Dubowitz syndrome	[Q87.1]
0012786	juvenile cataract-microcornea-renal glucosuria syndrome	[]
0011456	nephronophthisis 3	[]
0012787	hereditary spastic paraplegia 39	[G11.4]
0010120	THC3	[]
0010121	thrombocytopenia-absent radius syndrome	[Q87.2]
0012784	autosomal recessive ataxia due to ubiquinone deficiency	[G11.1]
0012783	RFT1-CDG	[E77.8]
0011458	Leber congenital amaurosis 4	[H35.5]
0012789	dystonia 16	[G24.1]
0011459	arrhythmogenic right ventricular dysplasia 5	[I42.8]
0009112	rhizomelic chondrodysplasia punctata type 2	[Q77.3]
0009113	hemolytic anemia due to diphosphoglycerate mutase deficiency	[D55.2]
0009110	dicarboxylic aminoaciduria	[E72.0]
0009116	lactose intolerance (disease)	[E73,E73.9]
0009114	congenital sucrase-isomaltase deficiency	[E74.3]
0009115	congenital lactase deficiency	[E73.0]
0012790	amyotrophic lateral sclerosis type 10	[]
0010134	Pendred syndrome	[E07.1]
0012796	retinitis pigmentosa 41	[H35.5]
0010135	thyroid dyshormonogenesis 3	[]
0011466	distal myopathy, Welander type	[G71.0]
0012799	hypertrophic cardiomyopathy 11	[]
0010136	thyroid dyshormonogenesis 4	[]
0011468	hereditary motor and sensory neuropathy, Okinawa type	[G60.0]
0010137	thyroid dyshormonogenesis 5	[]
0012793	hypouricemia, renal, 2	[]
0011461	generalized epilepsy with febrile seizures plus, type 2	[]
0010130	dihydropyrimidine dehydrogenase deficiency	[E79.8]
0011462	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	[]
0010132	familial thyroid dyshormonogenesis	[E03.1,E03.0]
0012794	ANE syndrome	[]
0011464	spinocerebellar ataxia type 11	[G11.8]
0010133	thyroid dyshormonogenesis 2A	[]
0011429	juvenile idiopathic arthritis	[M08.3,M08.2,M08.1,M08.0,M08.9,M08.40,M08.8,M08.4]
0012758	prostate cancer, hereditary, 13	[]
0009145	SchC6pf-Schulz-Passarge syndrome	[Q82.8]
0009144	Ebstein anomaly	[Q22.5]
0009147	ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive	[]
0009141	torsion dystonia 2	[G24.1]
0012764	RIDDLE syndrome	[D82.8]
0011435	microcephaly 2, primary, autosomal recessive, with or without cortical malformations	[]
0011430	pulverulent cataract	[Q12.0]
0012762	catecholaminergic polymorphic ventricular tachycardia 2	[I47.2]
0010100	Tay-Sachs disease	[E75.02,E75.0]
0011431	MASS syndrome	[]
0011436	autosomal recessive distal spinal muscular atrophy 1	[G12.2]
0011437	microcephaly 4, primary, autosomal recessive	[]
0012767	age related macular degeneration 11	[]
0011439	spinocerebellar ataxia type 12	[G11.2]
0010108	testicular germ cell tumor	[C62.1]
0009134	congenital dyserythropoietic anemia type 2	[D64.4]
0009133	dysequilibrium syndrome	[G11.8]
0009138	dysosteosclerosis	[Q78.8]
0009136	dyskeratosis congenita, autosomal recessive 1	[]
0009130	Dyggve-Melchior-Clausen disease	[Q77.7]
0009131	Riley-Day syndrome	[G90.1]
0011443	febrile seizures, familial, 4	[]
0012775	thrombocytopenia 4	[]
0011445	hereditary spastic paraplegia 11	[G11.4]
0010110	tetraamelia-multiple malformations syndrome	[Q87.8]
0011442	advanced sleep phase syndrome 1	[]
0010083	succinic semialdehyde dehydrogenase deficiency	[E72.8]
0009080	split hand-foot malformation 1 with sensorineural hearing loss	[Q87.2]
0010085	Schilder disease	[G37.0]
0010086	sudden infant death syndrome	[R95]
0010088	mucosulfatidosis	[E75.2]
0009078	Jervell and Lange-Nielsen syndrome	[I45.8]
0009072	Dandy-Walker syndrome	[Q03.1]
0010094	spondylocarpotarsal synostosis syndrome	[Q76.4]
0009070	D-glyceric aciduria	[E74.8]
0010096	tardive dyskinesia (disease)	[]
0010091	Crisponi syndrome	[G90.8]
0010092	Filippi syndrome	[Q87.8]
0010099	Tay-Sachs disease AB variant	[E75.0]
0010060	infantile onset spinocerebellar ataxia	[G11.1]
0010061	autosomal recessive cerebellar ataxia-blindness-deafness syndrome	[G11.1]
0011393	apolipoprotein A-I deficiency	[E78.6]
0011390	focal segmental glomerulosclerosis 2	[N04.1]
0011399	alpha thalassemia	[D56.0]
0011395	cone-rod dystrophy 3	[]
0011396	keratoderma hereditarium mutilans with ichthyosis	[Q82.8]
0011398	dystrophic epidermolysis bullosa pruriginosa	[Q81.2]
0010071	spondyloenchondrodysplasia	[Q77.7]
0009091	non-acquired combined pituitary hormone deficiency with spine abnormalities	[]
0009092	Nasu-Hakola disease	[E75.2]
0009097	persistent hyperplastic primary vitreous, autosomal recessive	[]
0009096	hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	[E75.2]
0010079	Canavan disease	[E75.2]
0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	[Q77.7]
0010078	spondyloperipheral dysplasia-short ulna syndrome	[Q77.7]
0036688	rhabdomyoma	[]
0013949	peroxisome biogenesis disorder 11A (Zellweger)	[]
0013948	peroxisome biogenesis disorder 10A (Zellweger)	[]
0012614	intellectual disability, autosomal recessive 6	[]
0013944	autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	[]
0012613	intellectual disability, autosomal recessive 5	[]
0013947	young adult-onset distal hereditary motor neuropathy	[G12.2]
0012615	intellectual disability, autosomal recessive 7	[]
0013946	hypogonadotropic hypogonadism 15 with or without anosmia	[23.0]
0001964	chronic tubotympanic suppurative otitis media	[H66.10,H66.1]
0001957	critical illness polyneuropathy	[G62.81]
0013952	peroxisome biogenesis disorder 13A (Zellweger)	[]
0013951	peroxisome biogenesis disorder 12A (Zellweger)	[]
0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	[D84.8]
0013953	immunodeficiency 28	[]
0013950	peroxisome biogenesis disorder 11B	[]
0013959	Charcot-Marie-Tooth disease type 4F	[G60.0]
0013956	mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	[D84.8]
0012625	retinitis pigmentosa 37	[H35.5]
0013955	mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	[D84.8]
0012624	acyl-CoA dehydrogenase 9 deficiency	[E71.3]
0013957	mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	[D84.8]
0012626	Meckel syndrome, type 4	[Q61.9]
0024612	manic bipolar affective disorder	[]
0024613	bipolar depression	[]
0024607	congenital muscular dystrophy with cataracts and intellectual disability	[]
0001945	postencephalitic Parkinson disease	[G21.3]
0001943	Plasmodium malariae malaria	[B52.9,B52]
0013962	hereditary spastic paraplegia 53	[G11.4]
0011301	pseudohypoparathyroidism type 1B	[E20.1]
0013965	lethal congenital contracture syndrome 4	[]
0012634	craniofacial dysplasia - osteopenia syndrome	[]
0013964	Diamond-Blackfan anemia 11	[]
0013961	hypogonadotropic hypogonadism 16 with or without anosmia	[E23.0]
0013960	sinoatrial node dysfunction and deafness	[]
0013927	peroxisome biogenesis disorder 3A (Zellweger)	[]
0013926	hypogonadotropic hypogonadism 14 with or without anosmia	[E23.0]
0013929	autosomal recessive nonsyndromic deafness 98	[H90.3]
0013928	dystonia 23	[G24.8]
0013923	microcephaly 9, primary, autosomal recessive	[]
